,country,count_total,cust_id,churn
6528,CD,30,8,Yes
6529,CD,69,16,No
6530,AB,65,3,No
6531,AB,65,6,No
6532,AB,135,2,No
6533,CD,88,6,No
6534,CD,56,15,No
6535,AB,153,17,No
6536,CD,91,17,No
6537,CD,74,16,No
6538,CD,37,19,Yes
6539,AB,39,6,No
6540,AB,50,9,Yes
6541,CD,73,13,No
6542,CD,94,12,No
6543,AB,138,16,Yes
6544,CD,131,9,No
6545,AB,105,17,Yes
6546,CD,130,18,No
6547,AB,120,6,Yes
6548,AB,76,4,No
6549,AB,61,7,Yes
6550,CD,69,6,Yes
6551,AB,39,12,Yes
6552,AB,84,11,Yes
6553,CD,164,9,Yes
6554,CD,69,2,Yes
6555,CD,27,14,No
6556,AB,142,12,No
6557,CD,105,4,Yes
6558,AB,140,14,No
6559,CD,34,19,No
6560,AB,111,16,No
6561,CD,134,10,No
6562,CD,84,11,No
6563,AB,59,5,Yes
6564,CD,51,10,Yes
6565,CD,16,18,Yes
6566,AB,135,4,No
6567,AB,4,6,Yes
6568,CD,79,5,Yes
6569,AB,150,9,Yes
6570,CD,81,6,Yes
6571,CD,144,1,Yes
6572,CD,4,1,Yes
6573,CD,76,9,Yes
6574,AB,76,7,No
6575,AB,30,6,No
6576,AB,160,5,Yes
6577,AB,126,10,No
6578,AB,64,4,No
6579,CD,149,15,Yes
6580,CD,28,15,Yes
6581,AB,42,4,Yes
6582,AB,177,1,No
6583,AB,13,16,Yes
6584,AB,2,11,No
6585,AB,61,16,No
6586,AB,105,8,No
6587,AB,24,16,No
6588,AB,36,1,No
6589,CD,47,1,No
6590,CD,155,9,No
6591,CD,136,15,Yes
6592,AB,23,11,No
6593,CD,129,1,Yes
6594,CD,131,1,Yes
6595,CD,53,14,No
6596,CD,102,9,No
6597,AB,23,3,Yes
6598,CD,83,17,No
6599,AB,143,10,No
6600,CD,73,9,Yes
6601,AB,118,3,No
6602,CD,130,14,Yes
6603,CD,99,4,No
6604,CD,157,7,Yes
6605,AB,170,7,Yes
6606,CD,162,9,Yes
6607,CD,15,12,No
6608,AB,82,6,Yes
6609,AB,135,18,No
6610,CD,2,19,Yes
6611,AB,68,12,No
6612,CD,91,10,No
6613,CD,95,4,Yes
6614,AB,60,11,No
6615,CD,23,1,No
6616,CD,66,11,No
6617,AB,29,10,Yes
6618,CD,58,12,Yes
6619,AB,54,4,Yes
6620,AB,178,4,No
6621,AB,51,12,No
6622,CD,69,14,No
6623,CD,75,15,Yes
6624,CD,82,15,No
6625,CD,155,14,Yes
6626,AB,175,4,No
6627,CD,161,18,No
6628,CD,51,12,No
6629,CD,128,14,No
6630,AB,142,14,Yes
6631,AB,23,18,No
6632,CD,43,6,No
6633,AB,143,14,No
6634,AB,102,6,No
6635,AB,10,8,No
6636,CD,171,6,No
6637,AB,69,9,No
6638,AB,42,5,No
6639,CD,108,5,Yes
6640,AB,129,1,No
6641,CD,135,1,No
6642,AB,173,5,No
6643,AB,3,3,Yes
6644,CD,175,13,No
6645,CD,29,13,Yes
6646,AB,173,6,No
6647,CD,48,6,Yes
6648,CD,111,6,No
6649,CD,132,13,Yes
6650,CD,24,16,Yes
6651,AB,169,19,Yes
6652,AB,49,18,No
6653,AB,48,6,No
6654,CD,165,11,No
6655,AB,139,11,Yes
6656,CD,133,16,No
6657,AB,18,9,Yes
6658,AB,45,5,No
6659,CD,135,16,No
6660,CD,13,11,No
6661,CD,102,6,No
6662,CD,1,14,No
6663,AB,48,2,No
6664,CD,68,19,Yes
6665,AB,124,6,Yes
6666,AB,69,18,Yes
6667,CD,27,15,No
6668,CD,16,9,Yes
6669,AB,6,15,Yes
6670,AB,151,1,No
6671,CD,16,12,No
6672,AB,87,10,No
6673,AB,107,12,Yes
6674,AB,51,7,No
6675,CD,111,18,Yes
6676,AB,56,6,Yes
6677,AB,112,12,No
6678,AB,118,3,No
6679,AB,130,10,No
6680,CD,105,16,No
6681,AB,42,12,No
6682,AB,146,9,Yes
6683,CD,153,19,Yes
6684,CD,108,18,Yes
6685,AB,73,1,Yes
6686,AB,2,5,No
6687,AB,100,17,Yes
6688,CD,113,8,No
6689,AB,50,9,Yes
6690,CD,149,14,No
6691,CD,95,1,No
6692,CD,145,4,Yes
6693,AB,88,19,No
6694,AB,139,7,Yes
6695,AB,178,13,Yes
6696,AB,151,7,Yes
6697,AB,119,14,Yes
6698,AB,98,3,No
6699,AB,145,13,No
6700,CD,9,2,No
6701,CD,137,10,Yes
6702,AB,116,7,Yes
6703,CD,82,8,Yes
6704,CD,70,15,Yes
6705,CD,109,9,No
6706,AB,84,18,Yes
6707,AB,58,4,Yes
6708,CD,115,4,Yes
6709,CD,31,15,No
6710,AB,154,3,Yes
6711,CD,126,5,No
6712,CD,120,9,No
6713,CD,132,13,No
6714,AB,18,5,Yes
6715,AB,16,12,No
6716,AB,119,14,No
6717,CD,125,15,No
6718,CD,92,3,Yes
6719,AB,11,4,Yes
6720,AB,122,11,No
6721,AB,138,11,No
6722,CD,85,11,No
6723,AB,77,3,Yes
6724,CD,177,2,Yes
6725,CD,54,11,Yes
6726,AB,76,16,No
6727,AB,44,18,Yes
6728,AB,162,12,No
6729,CD,91,15,No
6730,AB,143,19,No
6731,AB,171,15,Yes
6732,CD,97,5,Yes
6733,AB,156,9,No
6734,CD,110,11,Yes
6735,AB,86,13,No
6736,CD,81,19,Yes
6737,CD,109,3,No
6738,CD,114,8,No
6739,CD,2,15,No
6740,AB,82,2,No
6741,AB,129,12,No
6742,AB,5,17,Yes
6743,AB,125,4,No
6744,CD,60,17,No
6745,AB,133,1,Yes
6746,CD,2,15,No
6747,AB,175,17,No
6748,CD,121,19,No
6749,AB,125,9,No
6750,AB,11,3,No
6751,AB,27,2,Yes
6752,AB,64,7,No
6753,AB,51,11,No
6754,CD,7,13,Yes
6755,CD,20,16,No
6756,CD,133,13,Yes
6757,CD,30,19,No
6758,CD,135,15,No
6759,CD,167,19,Yes
6760,AB,161,4,No
6761,AB,73,10,No
6762,AB,81,18,No
6763,CD,177,19,Yes
6764,CD,165,13,Yes
6765,CD,166,1,Yes
6766,AB,83,17,Yes
6767,CD,44,9,Yes
6768,CD,2,7,Yes
6769,AB,146,8,No
6770,CD,118,12,No
6771,AB,137,1,No
6772,CD,53,13,No
6773,CD,142,4,No
6774,AB,1,3,No
6775,AB,103,19,Yes
6776,AB,87,17,Yes
6777,AB,44,3,No
6778,AB,14,6,Yes
6779,CD,26,19,Yes
6780,AB,170,13,Yes
6781,CD,86,7,No
6782,CD,81,6,Yes
6783,AB,3,9,No
6784,AB,157,8,No
6785,AB,58,7,Yes
6786,AB,36,17,Yes
6787,AB,73,16,No
6788,AB,173,3,No
6789,CD,117,2,Yes
6790,CD,154,19,No
6791,AB,10,17,No
6792,CD,160,6,Yes
6793,CD,152,14,Yes
6794,AB,40,3,No
6795,AB,70,15,No
6796,AB,38,5,No
6797,CD,27,8,No
6798,CD,77,4,No
6799,CD,57,3,Yes
6800,AB,43,15,Yes
6801,AB,156,16,Yes
6802,CD,76,10,No
6803,CD,4,5,Yes
6804,AB,117,18,No
6805,CD,97,1,No
6806,AB,109,6,Yes
6807,CD,113,12,No
6808,AB,140,1,Yes
6809,CD,132,5,Yes
6810,CD,55,6,Yes
6811,CD,99,7,Yes
6812,AB,13,13,No
6813,AB,12,11,Yes
6814,CD,82,18,Yes
6815,AB,21,2,Yes
6816,CD,6,4,Yes
6817,AB,57,12,No
6818,CD,61,15,No
6819,CD,110,2,Yes
6820,CD,169,5,No
6821,CD,98,9,No
6822,CD,141,17,No
6823,AB,110,10,Yes
6824,AB,115,12,No
6825,AB,86,1,Yes
6826,CD,78,6,No
6827,AB,170,13,No
6828,CD,54,5,No
6829,CD,99,8,Yes
6830,AB,48,2,Yes
6831,CD,167,5,Yes
6832,CD,178,5,Yes
6833,CD,147,17,No
6834,AB,177,9,No
6835,CD,23,15,No
6836,AB,147,15,Yes
6837,CD,107,2,No
6838,AB,122,6,Yes
6839,AB,39,13,Yes
6840,AB,167,14,Yes
6841,AB,117,6,Yes
6842,CD,12,15,No
6843,CD,166,16,No
6844,AB,42,19,No
6845,CD,69,4,Yes
6846,AB,93,4,Yes
6847,CD,94,9,Yes
6848,CD,147,15,Yes
6849,AB,36,4,No
6850,CD,25,18,No
6851,CD,135,18,No
6852,AB,121,11,Yes
6853,AB,69,10,Yes
6854,AB,55,17,Yes
6855,AB,45,17,No
6856,CD,155,2,Yes
6857,AB,17,6,Yes
6858,AB,102,17,No
6859,AB,137,13,Yes
6860,CD,96,2,No
6861,AB,43,13,Yes
6862,CD,50,16,No
6863,AB,61,13,Yes
6864,AB,132,2,Yes
6865,CD,152,12,Yes
6866,CD,135,8,Yes
6867,CD,21,5,No
6868,AB,114,18,Yes
6869,CD,7,6,No
6870,CD,117,6,Yes
6871,CD,63,15,No
6872,AB,23,18,Yes
6873,AB,22,2,No
6874,AB,40,12,No
6875,CD,147,7,No
6876,CD,70,18,Yes
6877,CD,21,15,Yes
6878,CD,81,18,No
6879,AB,117,12,Yes
6880,CD,103,19,No
6881,AB,14,3,No
6882,CD,32,14,Yes
6883,AB,174,12,No
6884,AB,41,10,Yes
6885,AB,158,16,Yes
6886,AB,94,1,Yes
6887,CD,111,13,No
6888,AB,81,17,No
6889,CD,146,12,Yes
6890,AB,10,17,No
6891,CD,63,12,Yes
6892,CD,1,8,No
6893,CD,19,1,Yes
6894,AB,43,18,No
6895,AB,100,4,Yes
6896,CD,71,8,Yes
6897,CD,31,4,No
6898,CD,113,13,Yes
6899,AB,153,6,No
6900,AB,121,18,No
6901,AB,104,12,Yes
6902,CD,48,11,Yes
6903,AB,50,7,Yes
6904,AB,16,6,Yes
6905,AB,140,3,Yes
6906,CD,73,11,No
6907,CD,122,19,Yes
6908,CD,92,18,No
6909,AB,70,9,Yes
6910,AB,31,5,No
6911,AB,55,1,No
6912,AB,119,11,Yes
6913,CD,134,16,No
6914,CD,151,5,No
6915,AB,133,16,Yes
6916,AB,126,6,Yes
6917,AB,81,1,No
6918,AB,14,14,No
6919,CD,94,4,No
6920,AB,124,3,Yes
6921,CD,63,19,No
6922,AB,24,8,Yes
6923,AB,3,18,No
6924,CD,25,17,No
6925,CD,21,19,Yes
6926,CD,163,4,No
6927,AB,20,4,No
6928,CD,76,5,No
6929,AB,104,17,No
6930,CD,127,19,No
6931,CD,120,13,No
6932,AB,105,3,Yes
6933,AB,100,11,Yes
6934,CD,107,4,Yes
6935,AB,103,7,Yes
6936,AB,155,7,No
6937,CD,61,13,No
6938,CD,136,1,No
6939,CD,34,10,No
6940,AB,178,11,Yes
6941,CD,164,17,No
6942,CD,16,8,No
6943,CD,72,3,No
6944,CD,67,10,No
6945,CD,163,14,Yes
6946,CD,85,9,Yes
6947,AB,97,3,Yes
6948,AB,62,14,No
6949,CD,50,5,Yes
6950,CD,75,3,No
6951,CD,158,7,No
6952,CD,142,19,Yes
6953,AB,171,10,Yes
6954,CD,62,14,No
6955,AB,131,1,Yes
6956,CD,96,5,Yes
6957,AB,123,17,Yes
6958,CD,154,17,Yes
6959,AB,33,10,Yes
6960,AB,18,1,Yes
6961,AB,92,16,No
6962,CD,24,6,Yes
6963,CD,54,7,No
6964,AB,25,1,Yes
6965,CD,91,18,No
6966,CD,160,16,Yes
6967,CD,36,5,No
6968,CD,53,11,No
6969,AB,122,2,No
6970,CD,81,3,No
6971,CD,111,3,Yes
6972,CD,63,13,Yes
6973,CD,60,3,No
6974,AB,17,9,No
6975,CD,27,15,No
6976,AB,70,5,No
6977,CD,61,14,Yes
6978,CD,162,18,No
6979,AB,155,7,No
6980,AB,29,5,Yes
6981,CD,26,14,No
6982,CD,138,13,No
6983,CD,58,11,No
6984,AB,169,3,Yes
6985,CD,80,1,No
6986,CD,12,7,No
6987,AB,132,18,No
6988,CD,141,16,No
6989,CD,94,3,Yes
6990,CD,171,2,No
6991,CD,73,12,Yes
6992,CD,73,14,Yes
6993,CD,144,6,Yes
6994,CD,27,1,Yes
6995,AB,88,8,Yes
6996,CD,63,2,Yes
6997,AB,8,14,Yes
6998,CD,71,10,No
6999,AB,158,7,Yes
7000,CD,7,1,No
7001,AB,170,14,No
7002,AB,101,10,No
7003,AB,81,2,Yes
7004,AB,85,7,No
7005,CD,64,13,Yes
7006,CD,59,19,No
7007,AB,47,6,Yes
7008,AB,45,5,No
7009,AB,125,18,No
7010,CD,172,11,No
7011,CD,65,7,No
7012,AB,25,6,Yes
7013,AB,151,12,No
7014,CD,94,8,Yes
7015,AB,75,17,No
7016,AB,82,6,Yes
7017,AB,176,15,Yes
7018,CD,122,1,No
7019,CD,51,14,Yes
7020,CD,171,11,Yes
7021,CD,20,18,Yes
7022,CD,82,17,Yes
7023,AB,125,17,No
7024,AB,12,7,Yes
7025,CD,130,9,No
7026,CD,77,2,Yes
7027,AB,130,16,No
7028,CD,104,10,No
7029,AB,28,6,No
7030,CD,61,14,No
7031,AB,44,3,No
7032,CD,173,18,No
7033,AB,176,7,No
7034,CD,142,7,Yes
7035,AB,57,19,Yes
7036,AB,91,15,No
7037,CD,157,7,No
7038,AB,76,13,No
7039,CD,133,18,Yes
7040,AB,88,13,No
7041,AB,168,12,No
7042,AB,127,12,Yes
7043,CD,110,6,Yes
7044,CD,94,4,Yes
7045,AB,177,16,No
7046,CD,29,13,Yes
7047,CD,79,9,No
7048,AB,80,7,Yes
7049,AB,19,10,Yes
7050,AB,69,18,No
7051,CD,47,18,No
7052,CD,128,16,Yes
7053,AB,176,1,No
7054,AB,53,10,Yes
7055,CD,89,3,No
7056,AB,161,19,Yes
7057,CD,7,11,No
7058,AB,7,11,No
7059,AB,120,4,No
7060,CD,124,12,Yes
7061,CD,65,7,Yes
7062,AB,100,3,No
7063,AB,115,5,No
7064,AB,175,14,Yes
7065,AB,123,14,Yes
7066,AB,40,16,Yes
7067,AB,107,18,No
7068,AB,1,16,No
7069,AB,113,9,Yes
7070,CD,102,19,Yes
7071,AB,28,13,Yes
7072,CD,65,14,Yes
7073,CD,3,14,No
7074,CD,35,19,Yes
7075,CD,155,13,No
7076,CD,5,6,No
7077,CD,2,14,Yes
7078,AB,157,1,No
7079,AB,175,9,No
7080,CD,22,6,No
7081,CD,155,2,No
7082,CD,48,19,Yes
7083,CD,120,3,No
7084,CD,143,1,No
7085,AB,94,6,No
7086,AB,31,13,No
7087,CD,75,5,No
7088,AB,90,11,Yes
7089,CD,159,6,No
7090,CD,109,15,No
7091,AB,21,12,Yes
7092,AB,156,8,Yes
7093,CD,101,3,No
7094,AB,150,7,No
7095,AB,128,12,Yes
7096,AB,40,2,No
7097,CD,38,8,No
7098,CD,100,3,Yes
7099,AB,111,9,No
7100,AB,142,15,Yes
7101,AB,15,6,No
7102,CD,53,10,Yes
7103,CD,20,19,Yes
7104,AB,114,6,Yes
7105,AB,131,12,No
7106,CD,116,12,Yes
7107,CD,47,12,Yes
7108,AB,158,19,No
7109,CD,116,7,Yes
7110,CD,165,17,No
7111,AB,70,12,Yes
7112,AB,105,18,Yes
7113,CD,5,3,No
7114,AB,32,14,Yes
7115,AB,137,13,No
7116,CD,86,2,No
7117,CD,11,9,No
7118,CD,170,10,Yes
7119,AB,102,4,No
7120,CD,21,12,No
7121,AB,122,7,Yes
7122,AB,169,17,Yes
7123,CD,131,12,No
7124,AB,89,4,Yes
7125,AB,104,13,Yes
7126,CD,102,9,No
7127,AB,94,5,No
7128,AB,51,14,Yes
7129,CD,37,9,No
7130,AB,126,11,Yes
7131,CD,161,18,Yes
7132,AB,54,10,No
7133,CD,178,8,Yes
7134,CD,80,17,No
7135,AB,139,17,Yes
7136,CD,137,4,Yes
7137,CD,88,3,No
7138,CD,123,9,No
7139,CD,157,18,No
7140,CD,124,8,Yes
7141,CD,44,10,No
7142,CD,34,2,Yes
7143,AB,41,11,No
7144,AB,151,1,No
7145,AB,68,17,No
7146,CD,82,3,Yes
7147,AB,14,15,Yes
7148,CD,45,13,No
7149,AB,103,16,Yes
7150,AB,12,5,Yes
7151,AB,65,5,No
7152,AB,40,13,Yes
7153,CD,78,12,Yes
7154,CD,65,8,No
7155,AB,21,8,Yes
7156,CD,32,13,No
7157,AB,76,9,Yes
7158,AB,104,16,No
7159,AB,111,17,No
7160,AB,123,17,No
7161,CD,27,7,Yes
7162,AB,35,1,No
7163,CD,100,12,No
7164,CD,67,4,No
7165,CD,130,13,No
7166,CD,126,11,No
7167,AB,17,5,Yes
7168,CD,40,11,No
7169,AB,130,3,Yes
7170,CD,109,11,No
7171,CD,146,5,Yes
7172,CD,122,2,No
7173,AB,10,17,Yes
7174,CD,155,5,Yes
7175,AB,156,13,No
7176,AB,18,18,Yes
7177,AB,60,14,Yes
7178,CD,162,1,No
7179,CD,129,16,No
7180,AB,74,12,No
7181,AB,27,10,No
7182,CD,60,7,No
7183,AB,96,10,No
7184,CD,131,19,No
7185,AB,31,7,Yes
7186,AB,160,1,No
7187,AB,54,12,Yes
7188,AB,11,1,Yes
7189,CD,171,12,Yes
7190,CD,130,16,No
7191,AB,142,12,No
7192,CD,135,13,No
7193,CD,82,4,Yes
7194,CD,121,6,Yes
7195,AB,110,3,No
7196,CD,37,1,Yes
7197,AB,131,5,No
7198,AB,140,1,No
7199,AB,149,12,No
7200,AB,21,1,Yes
7201,CD,50,18,No
7202,CD,179,9,No
7203,CD,111,4,Yes
7204,AB,102,12,Yes
7205,CD,83,4,No
7206,CD,87,15,No
7207,CD,52,4,Yes
7208,AB,46,7,No
7209,CD,17,3,Yes
7210,CD,175,17,Yes
7211,CD,173,19,No
7212,CD,75,16,No
7213,AB,35,15,Yes
7214,AB,16,16,No
7215,AB,119,4,Yes
7216,CD,90,14,Yes
7217,CD,21,10,Yes
7218,AB,89,16,Yes
7219,CD,62,9,Yes
7220,AB,144,10,No
7221,CD,104,16,No
7222,AB,172,15,Yes
7223,CD,173,13,No
7224,AB,136,5,Yes
7225,AB,64,2,No
7226,CD,47,7,Yes
7227,CD,124,12,No
7228,AB,119,16,No
7229,AB,139,4,No
7230,CD,37,7,Yes
7231,CD,68,15,No
7232,AB,57,17,Yes
7233,AB,130,13,Yes
7234,CD,4,14,Yes
7235,CD,169,18,No
7236,CD,131,6,No
7237,AB,59,10,No
7238,AB,126,16,Yes
7239,CD,165,10,Yes
7240,CD,155,18,No
7241,CD,84,10,No
7242,AB,27,13,Yes
7243,AB,144,19,Yes
7244,CD,26,18,Yes
7245,CD,144,18,Yes
7246,AB,92,6,Yes
7247,AB,167,2,Yes
7248,AB,16,13,Yes
7249,CD,151,9,Yes
7250,AB,23,12,Yes
7251,AB,59,12,Yes
7252,AB,98,10,Yes
7253,CD,82,12,Yes
7254,AB,110,11,No
7255,AB,29,9,No
7256,AB,132,6,No
7257,AB,118,15,Yes
7258,AB,142,12,Yes
7259,AB,25,8,No
7260,AB,99,18,No
7261,AB,84,9,Yes
7262,CD,77,12,Yes
7263,AB,22,18,No
7264,AB,39,18,No
7265,AB,80,17,Yes
7266,CD,142,16,Yes
7267,AB,36,18,No
7268,AB,129,3,Yes
7269,AB,86,16,Yes
7270,AB,104,8,No
7271,AB,46,9,Yes
7272,CD,163,2,Yes
7273,AB,107,7,No
7274,AB,13,15,No
7275,CD,8,14,No
7276,AB,169,6,Yes
7277,CD,44,7,No
7278,AB,50,12,No
7279,AB,141,4,Yes
7280,AB,99,19,No
7281,AB,74,11,Yes
7282,AB,57,17,No
7283,AB,135,17,No
7284,CD,144,12,No
7285,AB,154,17,Yes
7286,CD,95,3,No
7287,CD,67,3,Yes
7288,CD,131,12,Yes
7289,CD,153,15,Yes
7290,CD,51,12,No
7291,AB,100,1,No
7292,AB,22,2,Yes
7293,CD,132,6,Yes
7294,CD,92,13,Yes
7295,CD,22,7,Yes
7296,AB,12,18,No
7297,CD,145,12,No
7298,CD,34,7,No
7299,CD,33,18,No
7300,AB,79,14,No
7301,CD,19,12,No
7302,CD,113,10,Yes
7303,AB,117,15,Yes
7304,CD,71,6,Yes
7305,AB,41,11,Yes
7306,CD,131,5,No
7307,CD,113,11,Yes
7308,CD,161,4,Yes
7309,CD,119,5,Yes
7310,CD,63,4,Yes
7311,CD,23,5,Yes
7312,CD,86,17,No
7313,AB,69,14,No
7314,AB,57,17,Yes
7315,CD,26,12,Yes
7316,AB,153,12,Yes
7317,AB,3,2,Yes
7318,AB,8,12,Yes
7319,AB,101,3,Yes
7320,CD,59,16,Yes
7321,CD,9,11,No
7322,CD,153,3,No
7323,CD,91,6,Yes
7324,CD,3,11,No
7325,AB,41,9,Yes
7326,AB,177,5,Yes
7327,AB,51,10,No
7328,AB,111,16,Yes
7329,CD,8,16,Yes
7330,CD,122,14,Yes
7331,CD,158,3,No
7332,AB,158,12,Yes
7333,AB,48,11,Yes
7334,AB,49,19,No
7335,CD,45,3,Yes
7336,CD,165,9,Yes
7337,AB,128,19,Yes
7338,AB,172,7,Yes
7339,CD,178,18,Yes
7340,CD,57,4,No
7341,AB,98,2,No
7342,AB,162,13,Yes
7343,AB,85,14,No
7344,AB,9,4,Yes
7345,CD,136,7,No
7346,AB,64,17,Yes
7347,AB,135,8,No
7348,AB,166,3,Yes
7349,AB,107,8,No
7350,AB,90,1,Yes
7351,CD,10,19,Yes
7352,CD,150,7,Yes
7353,AB,120,6,No
7354,CD,12,18,No
7355,CD,111,5,Yes
7356,CD,153,15,No
7357,CD,102,12,Yes
7358,CD,92,4,No
7359,AB,99,10,No
7360,CD,60,12,Yes
7361,AB,51,10,Yes
7362,AB,149,6,No
7363,CD,45,1,Yes
7364,CD,5,12,No
7365,AB,122,3,Yes
7366,CD,173,9,Yes
7367,CD,141,1,Yes
7368,AB,117,14,Yes
7369,CD,36,11,No
7370,CD,138,19,Yes
7371,AB,11,2,Yes
7372,AB,18,18,Yes
7373,AB,67,13,Yes
7374,AB,46,13,Yes
7375,AB,4,15,Yes
7376,AB,50,4,No
7377,AB,84,4,Yes
7378,AB,144,3,No
7379,AB,48,14,Yes
7380,CD,111,7,No
7381,CD,9,13,No
7382,AB,100,15,No
7383,CD,66,14,No
7384,AB,38,19,No
7385,AB,1,10,Yes
7386,CD,31,5,No
7387,AB,22,16,No
7388,AB,87,18,No
7389,CD,173,4,No
7390,CD,156,8,Yes
7391,CD,149,17,No
7392,AB,122,1,No
7393,CD,95,17,Yes
7394,CD,29,3,No
7395,AB,130,13,Yes
7396,CD,16,16,No
7397,CD,91,12,Yes
7398,CD,16,6,No
7399,CD,160,17,No
7400,AB,54,7,Yes
7401,AB,112,7,No
7402,AB,168,13,Yes
7403,CD,109,13,Yes
7404,CD,77,13,Yes
7405,AB,50,13,No
7406,CD,89,19,Yes
7407,AB,67,9,No
7408,AB,134,13,No
7409,CD,44,12,No
7410,CD,88,17,No
7411,AB,65,5,Yes
7412,AB,91,10,Yes
7413,AB,31,16,Yes
7414,CD,82,12,Yes
7415,AB,159,8,No
7416,AB,10,18,Yes
7417,AB,115,15,Yes
7418,AB,172,5,No
7419,AB,17,10,No
7420,AB,151,7,Yes
7421,CD,107,17,No
7422,CD,122,8,Yes
7423,CD,34,11,No
7424,CD,5,16,Yes
7425,AB,27,17,Yes
7426,CD,174,16,Yes
7427,AB,36,10,Yes
7428,AB,143,17,Yes
7429,AB,113,5,Yes
7430,AB,159,10,Yes
7431,AB,111,19,Yes
7432,CD,58,18,No
7433,AB,18,1,No
7434,CD,91,2,Yes
7435,CD,9,3,Yes
7436,AB,152,11,No
7437,AB,178,7,Yes
7438,AB,76,11,No
7439,AB,115,3,Yes
7440,AB,58,13,Yes
7441,AB,158,1,Yes
7442,CD,33,10,Yes
7443,CD,23,8,Yes
7444,AB,147,19,No
7445,AB,45,5,No
7446,AB,96,14,Yes
7447,CD,170,2,No
7448,CD,5,14,Yes
7449,AB,41,2,No
7450,CD,128,17,No
7451,CD,128,10,Yes
7452,AB,73,9,Yes
7453,CD,15,16,Yes
7454,CD,2,7,No
7455,CD,166,12,Yes
7456,CD,126,17,No
7457,CD,33,12,Yes
7458,CD,131,10,No
7459,CD,22,8,No
7460,AB,49,2,No
7461,CD,25,17,Yes
7462,AB,41,15,Yes
7463,CD,97,7,Yes
7464,CD,41,4,No
7465,AB,59,2,No
7466,AB,74,6,No
7467,CD,158,8,No
7468,CD,75,18,No
7469,CD,141,8,No
7470,CD,156,11,No
7471,AB,89,2,Yes
7472,AB,16,13,No
7473,CD,117,13,No
7474,AB,11,3,Yes
7475,CD,132,2,No
7476,AB,157,8,No
7477,CD,38,1,Yes
7478,AB,86,2,Yes
7479,CD,115,18,Yes
7480,AB,168,19,Yes
7481,AB,124,13,No
7482,CD,70,8,Yes
7483,AB,171,1,Yes
7484,CD,19,5,No
7485,CD,163,6,No
7486,AB,78,15,No
7487,AB,60,1,Yes
7488,CD,29,12,Yes
7489,CD,96,15,No
7490,CD,153,5,No
7491,AB,155,2,Yes
7492,AB,124,7,No
7493,CD,86,4,Yes
7494,CD,133,8,No
7495,AB,166,12,No
7496,CD,83,12,No
7497,AB,59,16,No
7498,AB,88,11,No
7499,AB,50,13,No
7500,CD,172,14,No
7501,CD,112,12,No
7502,AB,35,9,Yes
7503,AB,116,9,Yes
7504,AB,33,13,Yes
7505,CD,1,18,No
7506,CD,32,16,No
7507,AB,109,13,No
7508,CD,2,1,No
7509,AB,106,15,Yes
7510,CD,132,17,Yes
7511,CD,18,2,No
7512,AB,102,1,No
7513,AB,95,5,No
7514,AB,160,16,No
7515,CD,155,14,No
7516,CD,38,3,No
7517,CD,41,4,Yes
7518,CD,90,17,Yes
7519,AB,118,16,No
7520,CD,57,4,No
7521,AB,109,5,Yes
7522,AB,163,14,No
7523,AB,107,4,Yes
7524,CD,102,12,Yes
7525,AB,167,1,Yes
7526,AB,9,8,No
7527,AB,60,4,Yes
7528,AB,64,1,Yes
7529,AB,100,12,No
7530,CD,111,19,No
7531,AB,106,2,No
7532,AB,168,13,No
7533,CD,166,4,No
7534,CD,1,16,Yes
7535,AB,165,14,Yes
7536,AB,67,17,No
7537,AB,131,3,Yes
7538,CD,140,1,Yes
7539,CD,120,19,Yes
7540,CD,150,13,No
7541,AB,13,9,No
7542,AB,102,7,Yes
7543,AB,155,6,Yes
7544,AB,173,1,Yes
7545,CD,88,16,No
7546,AB,123,17,Yes
7547,AB,62,5,Yes
7548,AB,15,3,No
7549,AB,110,13,No
7550,CD,4,4,No
7551,AB,6,12,No
7552,AB,108,12,No
7553,CD,89,16,No
7554,AB,81,6,Yes
7555,AB,111,2,No
7556,AB,176,7,No
7557,CD,164,18,Yes
7558,CD,37,3,Yes
7559,AB,161,7,Yes
7560,AB,54,10,Yes
7561,AB,37,9,No
7562,CD,59,7,No
7563,CD,121,15,No
7564,CD,145,7,No
7565,AB,45,18,Yes
7566,CD,44,15,No
7567,AB,14,14,No
7568,AB,127,11,No
7569,AB,101,5,Yes
7570,CD,50,5,No
7571,CD,124,1,Yes
7572,AB,95,2,No
7573,CD,108,16,Yes
7574,AB,178,19,Yes
7575,CD,27,1,No
7576,CD,90,1,No
7577,CD,79,9,No
7578,CD,41,16,No
7579,CD,165,11,Yes
7580,CD,55,15,No
7581,AB,159,15,Yes
7582,AB,151,11,No
7583,CD,40,1,No
7584,AB,134,11,No
7585,AB,106,1,No
7586,CD,56,7,No
7587,AB,38,2,Yes
7588,CD,15,11,No
7589,AB,59,11,Yes
7590,CD,80,4,No
7591,CD,97,4,Yes
7592,CD,156,19,Yes
7593,AB,166,11,No
7594,AB,66,19,Yes
7595,CD,151,8,No
7596,CD,105,7,Yes
7597,CD,60,13,Yes
7598,CD,179,7,Yes
7599,AB,169,16,Yes
7600,CD,172,2,No
7601,CD,77,6,Yes
7602,CD,80,16,Yes
7603,CD,119,14,No
7604,AB,118,9,Yes
7605,CD,151,14,Yes
